location,size,total_sqft,bath,price,price_per_sqft
Kudlu,2,1084.0,2.0,53.0,0.048892988929889296
Kaggadasapura,4,2150.0,4.0,90.0,0.04186046511627907
Hosur Road,2,1250.0,2.0,65.0,0.052
Begur,3,1304.0,3.0,65.0,0.04984662576687116
7th Phase JP Nagar,2,980.0,2.0,77.44,0.0790204081632653
Ramanashree Enclave,2,1275.0,2.0,49.5,0.03882352941176471
Banjara Layout,3,2500.0,4.0,140.0,0.056
Anekal,3,2400.0,4.0,95.0,0.03958333333333333
Kanakpura Road,3,1450.0,2.0,70.18,0.048400000000000006
Electronic City,2,890.0,2.0,40.0,0.0449438202247191
Bannerghatta Road,2,1340.0,2.0,85.0,0.06343283582089553
Vidyaranyapura,3,1100.0,2.0,75.0,0.06818181818181818
Kengeri,2,750.0,2.0,40.0,0.05333333333333334
Akshaya Nagar,2,1300.0,2.0,66.0,0.05076923076923077
HRBR Layout,2,1301.0,2.0,120.0,0.09223674096848578
Pillahalli,3,1900.0,2.0,92.0,0.04842105263157895
Kanakpura Road,2,1299.0,2.0,105.0,0.08083140877598152
Anugrah Layout,3,1250.0,3.0,40.0,0.032
Kalkere,2,925.0,2.0,55.0,0.05945945945945946
Uttarahalli,2,1107.0,2.0,45.0,0.04065040650406504
Electronics City Phase 1,2,1300.0,2.0,67.0,0.05153846153846154
Hiremath Layout,3,1715.0,3.0,95.0,0.05539358600583091
Uttarahalli,2,1200.0,2.0,55.0,0.04583333333333333
Ashok Nagar,2,703.0,2.0,60.0,0.08534850640113797
Marathahalli,2,1144.0,2.0,65.0,0.056818181818181816
Kanakpura Road,1,525.0,1.0,26.01,0.049542857142857145
Suddaguntepalya,3,1400.0,2.0,56.0,0.04
Balagere,1,661.0,1.0,33.0,0.049924357034795766
Yelahanka,3,1705.0,3.0,91.0,0.05337243401759531
Kadugodi,3,1430.0,2.0,55.0,0.038461538461538464
Marathahalli,2,1240.0,2.0,55.0,0.04435483870967742
Electronics City Phase 1,2,1000.0,2.0,28.0,0.028
Gollarahatti,4,740.0,2.0,24.5,0.03310810810810811
Uttarahalli,3,1330.0,2.0,46.45,0.03492481203007519
Kengeri Satellite Town,4,936.0,2.0,60.84,0.065
Banashankari Stage III,3,1500.0,2.0,100.0,0.06666666666666667
Cox Town,2,1073.0,2.0,72.0,0.06710158434296365
Kudlu,2,1300.0,2.0,56.0,0.043076923076923075
Whitefield,2,1216.0,2.0,66.88,0.05499999999999999
Jigani,3,1252.0,3.0,59.0,0.04712460063897764
Hormavu,2,1196.0,2.0,44.8,0.03745819397993311
Poornapragna Housing Society Layout,3,1270.0,2.0,57.15,0.045
Mico Layout,2,1171.0,2.0,39.0,0.033304867634500426
Kothannur,3,1215.0,2.0,48.6,0.04
Venkateswara Nagar,1,600.0,1.0,20.0,0.03333333333333333
Whitefield,2,1180.0,2.0,77.0,0.06525423728813559
Electronic City Phase II,2,1160.0,2.0,33.51,0.028887931034482756
Whitefield,3,2140.0,3.0,139.0,0.06495327102803738
Yeshwanthpur,3,1500.0,3.0,100.0,0.06666666666666667
Banaswadi,2,1008.0,2.0,52.0,0.051587301587301584
Ambedkar Nagar,3,1921.0,4.0,129.0,0.06715252472670484
Electronic City,2,1127.0,2.0,32.0,0.02839396628216504
Rajaji Nagar,3,1621.0,3.0,124.0,0.07649599012954966
Banashankari 2 nd Stage,3,1030.0,2.0,77.25,0.075
Whitefield,2,1314.0,2.0,84.0,0.0639269406392694
JP Nagar,3,1590.0,2.0,85.0,0.05345911949685535
Shivaji Nagar,2,703.0,2.0,49.5,0.07041251778093884
Hosakerehalli,3,1795.0,3.0,64.62,0.036000000000000004
Electronic City,2,825.0,2.0,35.0,0.04242424242424243
Vajarahalli,3,1254.0,2.0,70.0,0.05582137161084529
Ramagondanahalli,3,2040.0,3.0,114.0,0.05588235294117647
Nagappa Reddy Layout,3,1820.0,3.0,79.5,0.04368131868131868
Horamavu Agara,3,1623.0,3.0,89.0,0.05483672211953173
Electronic City,2,1200.0,2.0,40.5,0.03375
Gottigere,3,1613.0,3.0,72.0,0.044637321760694355
Rajiv Gandhi Nagar,2,1293.0,2.0,80.0,0.061871616395978345
Hoskote,2,1065.0,2.0,28.5,0.02676056338028169
Kudlu Gate,2,940.0,2.0,69.57,0.07401063829787233
Sarjapur  Road,3,1181.0,2.0,65.0,0.0550381033022862
Marathahalli,1,1100.0,2.0,75.0,0.06818181818181818
MLA Layout,2,1050.0,2.0,36.0,0.03428571428571429
Subramanyapura,3,1260.0,2.0,75.0,0.05952380952380952
Dodda Banaswadi,3,1500.0,3.0,56.0,0.037333333333333336
Esther Enclave Layout,2,1000.0,2.0,66.0,0.066
Whitefield,3,1530.0,3.0,73.0,0.04771241830065359
Dodda Nekkundi Extension,3,1864.0,3.0,115.0,0.06169527896995708
Sarjapur,3,1575.0,3.0,55.0,0.03492063492063492
Attibele,3,1200.0,3.0,105.0,0.0875
Raja Rajeshwari Nagar,2,945.0,2.0,45.0,0.047619047619047616
Sarjapur  Road,3,1691.0,3.0,100.0,0.05913660555884092
Electronic City Phase II,3,1220.0,3.0,35.25,0.02889344262295082
Kengeri,1,600.0,1.0,35.0,0.058333333333333334
Whitefield,2,1160.0,2.0,39.0,0.03362068965517241
Dodda Nekkundi Extension,3,1950.0,2.0,89.5,0.0458974358974359
Annapurneshwari Nagar,4,2400.0,4.0,150.0,0.0625
Abbigere,2,795.0,1.0,32.6,0.041006289308176104
Kalyan nagar,3,2285.0,4.0,165.0,0.07221006564551423
Kammagondahalli,2,1263.0,2.0,51.5,0.04077593032462391
Nanjappa Layout Vidyaranyapura,5,1200.0,4.0,115.0,0.09583333333333334
Hennur,3,1345.0,2.0,69.0,0.051301115241635685
Electronic City,3,1360.0,2.0,58.0,0.04264705882352941
Sarjapur  Road,2,1026.0,2.0,60.55,0.05901559454191033
Alfa Garden Layout,2,1050.0,2.0,38.0,0.03619047619047619
Uttarahalli,3,1460.0,3.0,76.0,0.052054794520547946
Banagiri Nagar,3,1525.0,2.0,91.48,0.05998688524590164
Ananth Nagar,2,1000.0,2.0,25.0,0.025
Koramangala,3,1642.0,2.0,115.0,0.07003654080389768
Austin Town,2,975.0,2.0,60.0,0.06153846153846154
Bisuvanahalli,3,1075.0,2.0,44.0,0.04093023255813953
Panathur,2,1210.0,2.0,77.93,0.06440495867768596
Rammana Layout,3,2000.0,3.0,100.0,0.05
Akshaya Nagar,2,1225.0,2.0,68.0,0.05551020408163265
Jakkur,2,1290.0,2.0,80.04,0.06204651162790698
Remco Bhel Layout,2,1220.0,2.0,56.0,0.04590163934426229
A Narayanapura,1,1500.0,2.0,85.0,0.056666666666666664
Kaggadasapura,2,1361.0,2.0,79.0,0.05804555473916238
1st Phase JP Nagar,2,1394.0,2.0,85.0,0.06097560975609756
Yelahanka,2,870.0,2.0,27.0,0.03103448275862069
Rajaji Nagar,2,1222.0,2.0,98.0,0.08019639934533551
Bellandur,3,1846.0,3.0,135.0,0.07313109425785481
Yeshwanthpur,2,1167.0,2.0,64.08,0.054910025706940875
Ananth Nagar,2,902.0,2.0,25.0,0.02771618625277162
Kannamangala,4,2422.0,4.0,135.0,0.05573905862923204
Rajapura,2,1000.0,2.0,50.0,0.05
Kundalahalli,2,1260.0,2.0,58.0,0.046031746031746035
Jigani,2,939.0,2.0,39.0,0.04153354632587859
Jalahalli,1,600.0,1.0,37.0,0.06166666666666667
8th Phase JP Nagar,2,1298.0,2.0,59.0,0.045454545454545456
Marathahalli,3,1710.0,3.0,135.0,0.07894736842105263
Subramanyapura,2,1000.0,2.0,45.0,0.045
RPC layout,2,1100.0,2.0,68.0,0.06181818181818182
Jalahalli,1,615.0,1.0,46.0,0.07479674796747968
Sarjapur  Road,2,1350.0,2.0,85.0,0.06296296296296296
Hegde Nagar,3,1718.0,3.0,130.0,0.07566938300349244
7th Phase JP Nagar,3,1680.0,3.0,112.0,0.06666666666666667
Hulimavu,2,1500.0,2.0,90.0,0.06
Sarjapur  Road,3,1157.0,2.0,72.0,0.06222990492653414
Akshaya Nagar,2,1179.0,2.0,51.0,0.043256997455470736
Hulimavu,2,1315.0,2.0,60.48,0.04599239543726236
Phase 1 Kammasandra,2,1105.0,2.0,28.18,0.025502262443438915
Jalahalli East,2,1010.0,2.0,52.0,0.05148514851485148
Electronic City,1,630.0,1.0,46.0,0.07301587301587302
Kaval Byrasandra,2,1025.0,2.0,60.0,0.05853658536585366
Hennur Road,2,1195.0,2.0,59.0,0.049372384937238493
Whitefield,2,1012.0,2.0,58.0,0.05731225296442688
Hegde Nagar,3,1884.0,4.0,118.0,0.06263269639065817
Sarjapura - Attibele Road,2,1090.0,2.0,37.0,0.03394495412844037
Harlur,3,1710.0,3.0,85.0,0.049707602339181284
Uttarahalli,3,1500.0,3.0,68.0,0.04533333333333334
Kodichikkanahalli,3,1310.0,2.0,53.0,0.04045801526717557
Dommasandra,2,674.0,1.0,19.9,0.02952522255192878
Hoodi,3,1350.0,3.0,70.0,0.05185185185185185
Hennur Gardens,3,1464.0,2.0,115.0,0.07855191256830601
Marsur,3,715.0,2.0,29.0,0.04055944055944056
Electronic City,3,1400.0,2.0,40.45,0.028892857142857144
Electronic City Phase II,3,1625.0,2.0,48.75,0.03
Electronic City,2,1065.0,2.0,30.76,0.02888262910798122
HMT Layout,3,1385.0,3.0,90.0,0.06498194945848375
CV Raman Nagar,2,1040.0,2.0,50.0,0.04807692307692308
Haralur Road,3,1817.0,3.0,110.0,0.06053935057787562
Volagerekallahalli,2,1205.0,2.0,47.0,0.03900414937759336
Volagerekallahalli,2,1070.0,2.0,33.43,0.031242990654205608
Kodathi,2,1070.0,2.0,52.0,0.048598130841121495
Amruthahalli,2,1340.0,2.0,75.0,0.055970149253731345
Kalena Agrahara,2,980.0,2.0,35.0,0.03571428571428571
8th Phase JP Nagar,2,1006.0,2.0,44.0,0.0437375745526839
Thanisandra,2,1098.0,2.0,71.0,0.06466302367941712
Mico Layout,2,1200.0,2.0,53.5,0.044583333333333336
Sarjapur  Road,2,1019.0,2.0,62.0,0.06084396467124632
Whitefield,2,1150.0,2.0,40.21,0.03496521739130435
Anekal,3,1733.5,3.0,120.0,0.06922411306605133
Yeshwanthpur Industrial Suburb,2,1415.0,2.0,120.0,0.08480565371024736
"Electronic city Phase 1, ",3,1750.0,3.0,58.0,0.03314285714285714
Raja Rajeshwari Nagara,3,1537.0,3.0,81.0,0.052700065061808715
Chennappa Layout,2,1050.0,2.0,45.0,0.04285714285714286
Kanakpura Road,3,1452.0,3.0,55.6,0.03829201101928375
Domlur,2,1246.0,2.0,95.0,0.07624398073836276
Yelahanka,3,1890.0,4.0,85.0,0.04497354497354497
Electronic City Phase II,2,972.0,2.0,40.0,0.0411522633744856
Electronic City,1,630.0,1.0,33.7,0.053492063492063494
Shingapura,3,1255.0,2.0,60.0,0.04780876494023904
Doddaballapur,3,2440.0,3.0,142.0,0.05819672131147541
Kanakpura Road,3,1938.0,3.0,92.69,0.04782765737874097
Bannerghatta Road,3,1711.0,3.0,125.0,0.07305669199298656
CV Raman Nagar,2,1392.0,2.0,95.0,0.06824712643678162
Haralur Road,2,1225.0,2.0,77.0,0.06285714285714286
Green Glen Layout,3,1750.0,3.0,120.0,0.06857142857142857
Subramanyapura,3,1260.0,2.0,80.0,0.06349206349206349
Sarjapur  Road,1,691.0,1.0,31.1,0.04500723589001447
Haralur Road,2,1285.0,2.0,78.0,0.060700389105058365
Hebbal,3,1590.0,3.0,96.0,0.06037735849056604
9th Phase JP Nagar,3,1571.0,3.0,65.0,0.041374920432845325
Garudachar Palya,2,1060.0,2.0,48.66,0.045905660377358486
Govindapura,4,702.0,4.0,65.0,0.09259259259259259
Bannerghatta Road,3,1520.0,2.0,81.0,0.053289473684210525
Kanakpura Road,3,1530.0,2.0,70.99,0.04639869281045751
Gollahalli,2,1170.0,2.0,45.51,0.0388974358974359
OMBR Layout,3,1580.0,3.0,75.0,0.04746835443037975
Ardendale,3,1777.26,3.0,89.0,0.050077084950991974
Raja Rajeshwari Nagar,2,1303.0,2.0,55.78,0.04280890253261704
Kodichikkanahalli,2,1680.0,2.0,59.0,0.03511904761904762
Whitefield,3,1495.0,2.0,70.0,0.046822742474916385
Yelahanka,3,1835.0,3.0,108.0,0.05885558583106267
Nagawara Junction,2,1080.0,2.0,38.0,0.03518518518518519
Electronic City,2,1025.0,2.0,29.61,0.02888780487804878
Haralur Road,2,1225.0,2.0,67.48,0.055085714285714286
Balagere,1,656.0,1.0,34.77,0.05300304878048781
Sarjapur  Road,2,994.0,2.0,45.0,0.04527162977867203
Thirupalya,2,1025.0,2.0,65.0,0.06341463414634146
Marathahalli,2,1156.0,2.0,52.0,0.04498269896193772
JP Nagar,2,1250.0,2.0,60.0,0.048
Hegde Nagar,3,1930.0,4.0,122.0,0.06321243523316063
New Thippasandra,2,1020.0,2.0,70.0,0.06862745098039216
Kumaraswami Layout,3,1310.0,2.0,70.0,0.05343511450381679
Jalahalli,1,612.5,1.0,27.565,0.04500408163265306
Kanakpura Road,2,1322.0,2.0,70.0,0.0529500756429652
Kothanur,2,1160.0,2.0,57.0,0.04913793103448276
5th Block Hbr Layout,2,1100.0,2.0,48.0,0.04363636363636364
Lakshminarayana Pura,3,1720.0,3.0,150.0,0.0872093023255814
Chikkalasandra,2,1090.0,2.0,47.42,0.0435045871559633
KR Puram,2,2000.0,2.0,75.0,0.0375
Venugopal Reddy Layout,2,1155.0,2.0,69.0,0.05974025974025974
JP Nagar,2,1125.0,2.0,39.98,0.03553777777777777
Yelahanka,3,1847.0,3.0,92.0,0.04981050351922036
7th Phase JP Nagar,3,1515.0,2.0,76.0,0.050165016501650166
Yelahanka,5,2500.0,3.0,120.0,0.048
Sarjapur  Road,2,1130.0,2.0,55.0,0.048672566371681415
Bellandur,2,1049.0,2.0,51.0,0.04861773117254528
Varthur Road,2,850.0,2.0,25.4,0.029882352941176468
Jakkur,2,1282.0,2.0,72.0,0.056162246489859596
Kalena Agrahara,2,800.0,2.0,40.0,0.05
Magadi Road,3,1318.0,2.0,68.0,0.051593323216995446
Kanakpura Road,2,1698.0,2.0,105.0,0.061837455830388695
Kammasandra,3,1276.0,2.0,31.9,0.024999999999999998
Shikaripalya,3,1555.0,2.0,67.0,0.043086816720257236
Sarjapur  Road,3,1881.0,3.0,145.0,0.07708665603402445
Yelahanka,3,1890.0,3.0,109.0,0.05767195767195767
Old Madras Road,2,935.0,2.0,32.0,0.034224598930481284
Cox Town,2,1000.0,2.0,58.0,0.058
Singasandra,3,1510.0,3.0,75.0,0.04966887417218543
Uttarahalli,2,1120.0,2.0,50.0,0.044642857142857144
Ananth Nagar,2,930.0,2.0,25.99,0.027946236559139782
Talaghattapura,2,1175.0,2.0,62.0,0.05276595744680851
Bellandur,3,1350.0,2.0,63.0,0.04666666666666667
Attibele,2,996.0,2.0,24.9,0.024999999999999998
Anjanapura,2,1076.0,2.0,30.13,0.028001858736059478
Off Bannergatta road,4,2180.0,4.0,115.0,0.052752293577981654
Kasavanhalli,3,1715.0,3.0,112.0,0.0653061224489796
Hebbal,2,1072.0,2.0,45.0,0.04197761194029851
Panathur,2,1230.0,2.0,80.0,0.06504065040650407
Murugeshpalya,3,1600.0,2.0,65.0,0.040625
Thanisandra,3,1411.0,3.0,93.25,0.06608788093550673
Jalahalli,3,2404.0,3.0,138.0,0.05740432612312812
Doddathoguru,3,1208.0,3.0,45.0,0.037251655629139076
Haralur Road,2,1225.0,2.0,69.84,0.05701224489795919
Hebbal,2,1162.0,2.0,69.0,0.05938037865748709
Thanisandra,3,1262.0,2.0,65.0,0.05150554675118859
Konanakunte Cross,2,1050.0,2.0,35.0,0.03333333333333333
Channasandra,3,1500.0,3.0,61.95,0.0413
Vaderahalli,3,1610.0,3.0,85.0,0.052795031055900624
Whitefield,2,1340.0,2.0,41.0,0.030597014925373135
Manorayana Palya,2,1500.0,2.0,145.0,0.09666666666666666
Hosa Road,2,1170.0,2.0,65.0,0.05555555555555555
Sarjapur  Road,2,980.0,2.0,25.0,0.025510204081632654
Channasandra,3,1800.0,3.0,60.0,0.03333333333333333
Banashankari Stage VI,3,1423.0,2.0,71.73,0.05040758959943781
Kaggadasapura,2,1106.0,2.0,40.0,0.03616636528028933
Kereguddadahalli,2,1105.0,2.0,27.6,0.02497737556561086
Tirumanahalli,2,1255.0,2.0,56.7,0.0451792828685259
Babusapalaya,2,1061.0,2.0,38.95,0.03671065032987748
Hoskote near,2,600.0,2.0,29.5,0.049166666666666664
Electronic City Phase II,3,1400.0,2.0,40.45,0.028892857142857144
Domlur,3,2100.0,3.0,145.0,0.06904761904761905
Electronic City,2,660.0,1.0,16.5,0.025
Kengeri,2,633.0,1.0,18.0,0.02843601895734597
Indira Nagar,2,1260.0,2.0,120.0,0.09523809523809523
ITPL,2,907.0,2.0,55.43,0.0611135611907387
Hennur Road,3,2047.0,3.0,67.55,0.032999511480214946
Bellandur,2,1211.0,2.0,63.0,0.05202312138728324
Hennur Road,3,1904.0,3.0,129.0,0.06775210084033613
Balagere,2,1205.0,2.0,73.87,0.06130290456431536
Yeshwanthpur,2,1164.0,2.0,64.08,0.055051546391752575
Mahaganapathy Nagar,2,1410.0,2.0,73.0,0.05177304964539007
Green View Layout,2,1150.0,2.0,42.0,0.036521739130434785
Udayapur Village,2,1170.0,2.0,53.11,0.04539316239316239
Hennur,2,1420.0,2.0,62.0,0.04366197183098591
Panathur,2,1125.0,2.0,45.0,0.04
NRI Layout,3,1789.0,3.0,75.0,0.041922861934041364
Hulimavu,2,1021.0,2.0,76.0,0.07443682664054849
Ananth Nagar,2,1074.0,2.0,26.85,0.025
Kalena Agrahara,2,1222.0,2.0,48.0,0.03927986906710311
Hennur Road,3,1981.0,3.0,134.0,0.06764260474507824
Yelachenahalli,2,1103.0,2.0,55.0,0.04986400725294651
Adugodi,2,1201.0,2.0,65.0,0.05412156536219817
Sarjapur  Road,2,970.0,2.0,36.0,0.03711340206185567
Sarjapur,2,920.0,2.0,33.0,0.035869565217391305
Yeshwanthpur,3,1520.0,3.0,85.0,0.05592105263157895
Sonnenahalli,3,1268.0,2.0,75.0,0.05914826498422713
Thippasandra,1,660.0,1.0,30.0,0.045454545454545456
Harlur,3,1755.0,3.0,115.0,0.06552706552706553
Hoskote,2,945.0,2.0,35.0,0.037037037037037035
8th Phase JP Nagar,1,500.0,1.0,33.0,0.066
Bommenahalli,4,1632.0,3.0,140.0,0.0857843137254902
Rachenahalli,2,1167.0,2.0,37.5,0.032133676092544985
Domlur,2,1276.0,2.0,80.0,0.06269592476489028
Thanisandra,2,1234.0,2.0,51.0,0.041329011345218804
ISRO Layout,3,1370.0,2.0,87.0,0.06350364963503649
Electronic City,3,1400.0,3.0,90.0,0.06428571428571428
Bagalakunte,2,1050.0,2.0,40.0,0.0380952380952381
Ramagondanahalli,2,1251.0,2.0,46.0,0.03677058353317346
Yeshwanthpur,3,1677.0,3.0,92.13,0.054937388193202145
Sarjapur  Road,2,1346.0,2.0,67.38,0.0500594353640416
Electronic City Phase II,2,1090.0,2.0,31.48,0.028880733944954128
Kanakapura,3,1290.0,2.0,51.1,0.0396124031007752
Garudachar Palya,2,1150.0,2.0,52.0,0.04521739130434783
Austin Town,2,950.0,2.0,65.0,0.06842105263157895
Bommasandra Industrial Area,3,1491.0,3.0,40.5,0.02716297786720322
Ramamurthy Nagar,2,1050.0,2.0,51.66,0.049199999999999994
Hoodi,3,1660.0,3.0,131.0,0.0789156626506024
Nagavarapalya,2,1134.0,2.0,55.0,0.048500881834215165
Hebbal,2,1100.0,2.0,60.0,0.05454545454545454
Magadi Road,4,800.0,4.0,60.0,0.075
kg halli jalhalli west,3,980.0,3.0,80.0,0.08163265306122448
Vasatha Vallbha Nagar,2,1080.0,2.0,37.8,0.034999999999999996
CV Raman Nagar,1,705.0,2.0,50.0,0.07092198581560284
BAGUR ROAD,3,1200.0,2.0,35.0,0.029166666666666667
Anandapura,2,1200.0,2.0,50.0,0.041666666666666664
Talaghattapura,3,1804.0,3.0,127.0,0.07039911308203992
Sidedahalli,2,750.0,2.0,20.0,0.02666666666666667
Shanti Nagar,2,420.0,1.0,25.0,0.05952380952380952
Battarahalli,2,1090.0,2.0,38.37,0.03520183486238532
Electronic City,3,1287.0,3.0,55.0,0.042735042735042736
Thigalarapalya,3,2215.0,4.0,157.0,0.0708803611738149
Sarjapur  Road,2,1045.0,2.0,42.15,0.04033492822966507
Hormavu,2,1263.0,2.0,47.36,0.03749802058590657
Whitefield,3,1431.0,3.0,85.0,0.0593990216631726
Dommasandra,2,999.0,2.0,32.9,0.03293293293293293
Lavakusha Nagar,3,1535.0,3.0,72.0,0.046905537459283386
7th Phase JP Nagar,3,2095.0,3.0,150.0,0.07159904534606205
Yelahanka New Town,1,284.0,1.0,8.0,0.028169014084507043
Nallurhalli,2,1265.0,2.0,68.0,0.05375494071146245
Kudlu Gate,2,1215.0,2.0,44.96,0.037004115226337446
Electronics City Phase 1,2,1028.0,2.0,51.0,0.04961089494163424
Hegde Nagar,3,1835.0,2.0,92.0,0.05013623978201635
Munnekollal,3,1800.0,3.0,65.0,0.03611111111111111
Dasanapura,2,708.0,2.0,31.15,0.043997175141242933
Hosakerehalli,2,925.0,2.0,46.25,0.05
Kanakpura Road,1,458.0,1.0,33.66,0.07349344978165938
Amruthahalli,3,1450.0,2.0,90.0,0.06206896551724138
Kasavanhalli,2,1100.0,2.0,65.0,0.05909090909090909
Kadubeesanahalli,2,1185.0,2.0,55.0,0.046413502109704644
9th Phase JP Nagar,4,1900.0,4.0,80.0,0.042105263157894736
Shettigere,1,660.0,1.0,35.0,0.05303030303030303
Ambedkar Nagar,3,1920.0,4.0,121.0,0.06302083333333333
Bhoganhalli,2,1205.0,2.0,68.32,0.056697095435684644
Haralur Road,2,1200.0,2.0,46.0,0.03833333333333333
Akshaya Nagar,3,1421.0,2.0,73.0,0.05137227304714989
6th Phase JP Nagar,3,1250.0,3.0,48.9,0.03912
Whitefield,1,524.0,1.0,29.0,0.05534351145038168
Rachenahalli,2,985.0,2.0,50.17,0.05093401015228426
Byrasandra,2,1140.0,2.0,60.0,0.05263157894736842
Raja Rajeshwari Nagar,3,1700.0,2.0,86.0,0.05058823529411765
Devanahalli,2,1360.0,2.0,62.425,0.045900735294117645
Dasarahalli,2,1333.0,2.0,86.65,0.06500375093773444
Electronic City,2,1258.0,2.0,85.5,0.0679650238473768
Dodda Nekkundi Extension,3,1458.0,2.0,87.0,0.059670781893004114
Electronic City,2,1386.0,2.0,85.0,0.06132756132756133
 Electronic City,1,550.0,1.0,27.0,0.04909090909090909
Lakshminarayana Pura,2,1200.0,2.0,83.0,0.06916666666666667
Belathur,2,1081.0,2.0,39.0,0.036077705827937095
Whitefield,4,2135.0,3.0,149.0,0.06978922716627635
Whitefield,4,2500.0,4.0,100.0,0.04
Pampa Extension,2,1178.0,2.0,80.0,0.06791171477079797
 Devarachikkanahalli,2,991.0,2.0,40.0,0.04036326942482341
Gottigere,3,1493.0,2.0,90.0,0.06028131279303416
Subramanyapura,3,2495.0,3.0,130.0,0.052104208416833664
Kammasandra,2,1080.0,2.0,31.99,0.02962037037037037
Dasanapura,2,814.0,2.0,53.0,0.06511056511056511
Electronic City,2,1025.0,2.0,50.0,0.04878048780487805
RMC YARD,7,1900.0,3.0,162.0,0.08526315789473685
Whitefield,3,1760.0,3.0,160.0,0.09090909090909091
Hanumanth Nagar,2,1175.0,2.0,52.86,0.04498723404255319
KR Puram,2,1100.0,2.0,45.0,0.04090909090909091
Banashankari,2,1450.0,2.0,50.75,0.035
6th Phase JP Nagar,3,1810.0,3.0,131.0,0.07237569060773481
Gunjur Palya,3,1426.0,2.0,71.0,0.04978962131837307
Kalyan nagar,2,1100.0,2.0,70.0,0.06363636363636363
Electronic City Phase II,1,650.0,1.0,35.0,0.05384615384615385
Kaikondrahalli,2,900.0,2.0,27.0,0.03
Billekahalli,2,1360.0,2.0,110.0,0.08088235294117647
Yeshwanthpur,1,674.0,1.0,36.85,0.05467359050445104
Whitefield,3,1655.0,3.0,110.0,0.06646525679758308
Cholanayakanahalli,2,1300.0,2.0,95.0,0.07307692307692308
"Panathur Road, ",1,936.0,1.0,53.0,0.056623931623931624
Kaverappa Layout,2,1277.0,2.0,92.0,0.07204385277995301
Gkvk Layout,2,1200.0,2.0,54.0,0.045
Hormavu,2,1015.0,2.0,39.08,0.03850246305418719
Budigere,2,1153.0,2.0,60.0,0.05203816131830009
Kengeri,2,1035.0,2.0,51.5,0.049758454106280194
Uttarahalli,2,1150.0,2.0,46.0,0.04
Malleshwaram,2,1020.0,2.0,80.0,0.0784313725490196
8th Phase JP Nagar,2,1160.0,2.0,95.0,0.08189655172413793
Brookefield,2,1225.0,2.0,72.0,0.05877551020408163
Nagappa Reddy Layout,3,1350.0,3.0,60.0,0.044444444444444446
Channasandra,2,830.0,2.0,36.28,0.04371084337349398
Jalahalli,2,905.0,2.0,55.0,0.06077348066298342
Vijayanagar,3,1375.0,2.0,75.0,0.05454545454545454
Electronic City,2,1140.0,2.0,33.84,0.029684210526315792
Hormavu,3,1550.0,2.0,60.0,0.03870967741935484
Kannamangala,2,957.0,2.0,55.0,0.05747126436781609
9th Phase JP Nagar,2,890.0,2.0,45.0,0.05056179775280899
Rachenahalli,2,925.0,2.0,37.0,0.04
Kammasandra,2,1415.0,2.0,60.0,0.04240282685512368
Thanisandra,2,1225.0,2.0,37.0,0.030204081632653063
Hennur Road,4,2000.0,4.0,90.0,0.045
Whitefield,1,840.0,1.0,57.0,0.06785714285714285
Thanisandra,3,1732.0,3.0,112.0,0.06466512702078522
Parappana Agrahara,1,1200.0,1.0,45.0,0.0375
Bhoganhalli,2,1260.0,2.0,69.9,0.05547619047619048
Doddanakundi Industrial Area 2,2,1092.0,2.0,49.0,0.04487179487179487
Kachanayakanahalli,2,827.0,2.0,34.0,0.041112454655380895
Chamrajpet,2,650.0,1.0,40.0,0.06153846153846154
Whitefield,3,1725.0,3.0,106.0,0.06144927536231884
Jalahalli,2,1000.0,2.0,70.0,0.07
TC Palaya,1,1350.0,1.0,55.0,0.040740740740740744
Bellandur,3,1717.0,3.0,110.0,0.064065230052417
Kanakpura Road,2,700.0,2.0,34.0,0.04857142857142857
Shanthi Pura,2,800.0,2.0,32.0,0.04
Sonnenahalli,3,1415.0,2.0,65.0,0.045936395759717315
7th Phase JP Nagar,3,1976.0,3.0,145.0,0.07338056680161943
Kambipura,2,883.0,2.0,37.01,0.04191392978482446
Yelahanka,1,700.0,1.0,38.0,0.054285714285714284
Sarjapur,3,1445.0,3.0,50.0,0.03460207612456748
Battarahalli,3,2082.0,3.0,104.0,0.049951969260326606
Thanisandra,2,933.0,2.0,66.0,0.0707395498392283
Electronic City Phase II,2,1155.0,2.0,57.0,0.04935064935064935
Bannerghatta,2,1200.0,2.0,73.2,0.061000000000000006
Basaveshwara Nagar Yelahanka,2,1055.0,2.0,43.0,0.04075829383886256
Rajaji Nagar,3,1555.0,3.0,125.0,0.08038585209003216
Bellandur,3,1420.0,3.0,62.0,0.04366197183098591
Bhoganhalli,2,896.9,2.0,78.74,0.08779128107927305
KR Puram,2,1035.0,2.0,40.0,0.03864734299516908
Keshava Nagar,3,1839.0,3.0,160.0,0.08700380641653073
Yelahanka New Town,1,488.0,1.0,20.0,0.040983606557377046
Gunjur Palya,2,993.0,2.0,42.0,0.04229607250755287
Hoodi,2,1225.0,2.0,45.0,0.036734693877551024
Sompura,2,825.0,2.0,32.0,0.03878787878787879
Electronic City Phase II,3,1800.0,3.0,92.0,0.051111111111111114
Kanakpura Road,2,1167.0,2.0,63.0,0.05398457583547558
Sarjapur,2,1150.0,2.0,41.0,0.035652173913043476
Byatarayanapura,1,650.0,1.0,50.0,0.07692307692307693
